timestamp,ax,ay,az,gx,gy,gz,label
2020-03-19,16:52:55.842,0.040283, -0.017822, 0.987305,-2.143860, 2.265930, 0.473022,rivka
2020-03-19,16:52:55.869,0.048584, -0.031982, 0.978271,-0.717163, 2.220154, 0.251770,rivka
2020-03-19,16:52:55.897,0.045166, -0.027344, 0.987061,3.646851, 3.097534, 1.136780,rivka
2020-03-19,16:52:55.930,0.032715, -0.002197, 0.987305,2.723694, 1.655579, 0.297546,rivka
2020-03-19,16:52:55.964,0.037354, -0.003418, 0.979980,0.259399, 0.556946, 0.091553,rivka
2020-03-19,16:52:55.992,0.047363, -0.012207, 0.984619,2.075195, 1.594543, 0.389099,rivka
2020-03-19,16:52:56.020,0.044922, -0.006592, 0.984863,1.380920, 3.448486, -0.251770,rivka
2020-03-19,16:52:56.048,0.039307, -0.004150, 0.979736,2.120972, 3.044128, 0.022888,rivka
2020-03-19,16:52:56.076,0.037842, 0.018799, 0.996338,-2.975464, 2.555847, -0.823975,rivka
2020-03-19,16:52:56.105,0.033691, 0.003906, 0.986572,-5.111694, 1.960754, -0.495911,rivka
2020-03-19,16:52:56.134,0.036377, 0.004395, 0.982666,-2.960205, 1.541138, -0.015259,rivka
2020-03-19,16:52:56.162,0.039062, -0.014404, 0.984619,-2.540588, 0.373840, -1.953125,rivka
2020-03-19,16:52:56.191,0.044434, 0.002686, 0.987061,-4.425049, 0.297546, -0.167847,rivka
2020-03-19,16:52:56.220,0.045654, -0.006836, 0.988770,-1.342773, -0.137329, 0.709534,rivka
2020-03-19,16:52:56.248,0.047119, -0.009033, 0.984863,-0.328064, 1.647949, 1.022339,rivka
